mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
-2.4444840109727894,1.2885001638665114,-2.5171653999999997,2.7632833282502256,-5.304951976438775,2.4794593162940153,-5.1600698,5.855786366789593,-0.10772294884353673,7.612844751431347,5.6606285,7.613606861606617,hand_wash
-2.8631437654754097,2.3045540225047825,-3.5170863,3.675399497255187,-4.984977935180328,4.152856470132616,-5.2870054,6.488160130249335,-7.727361727606557,4.9676827784616595,-8.940608000000001,9.186402530735474,hand_wash
-1.9227895341866668,2.0798087094051416,-1.62023065,2.8324413251637286,-7.102218851600001,3.439204199227434,-7.620952149999999,7.8911113374483595,-4.18550021065,5.680393662595794,-5.05828125,7.055868775381927,hand_wash
-2.859895209182119,2.2988969587791526,-2.8686345999999996,3.6693225307387296,-7.728458383874171,2.878758872427895,-7.93410085,8.247200836457015,-2.7871960345430464,5.07675821862548,-2.9746142,5.79154001500066,hand_wash
-1.8822608155032896,1.2272209439038186,-1.9166143500000001,2.246992884442514,-6.969305945394736,1.7505135712736286,-7.080875000000001,7.1857861868919795,-5.652553330710526,4.77580038871561,-7.395221449999999,7.399974899240053,hand_wash
-2.548853780325581,1.9691325031384852,-2.8057654,3.2208909339492453,-6.892400731893689,2.2877904700528418,-6.656956699999999,7.262174129272393,-3.017489873984385,6.01596810237293,-3.5613940000000004,6.730313317251051,hand_wash
-1.3146796273648649,2.339632878302845,-0.899329815,2.683703509675366,-3.8339974578310803,5.590254194417875,-4.79722415,6.778678224024344,-9.559065080067567,4.22986026138021,-10.27164025,10.453106860439657,hand_wash
-0.7235713308896667,2.5772520249629003,-0.28979736,2.6768981062156274,-4.266284214740001,5.411986587454468,-5.1127679,6.891355441691189,-8.166278137966666,5.615040009433819,-9.768087000000001,9.910437575312951,hand_wash
-0.7491216603135762,2.1218902149792807,-0.5502556999999999,2.2502447303295225,-1.765514018321192,6.050666756307896,-1.6519647499999999,6.302984050811025,-9.300142363360926,4.406024701164503,-9.8962205,10.29104958913581,hand_wash
-2.412148272607261,1.325918170285571,-2.2764661,2.7525475987411423,-4.3977143194059405,4.480465273763264,-5.993536499999999,6.2780936839542765,-8.247826795742576,3.2960251737140553,-8.425678,8.882028416883498,hand_wash
-2.0785795649278143,1.7408786549951096,-2.0944445,2.711300702458708,-2.97077987605298,6.002041335937139,-3.7721558,6.697016744062945,-8.064086271474505,4.407138177122812,-9.196875,9.189796205903423,hand_wash
-2.7884232234059407,2.035625738688287,-2.535128,3.452401515009488,-4.954299477689769,5.292904172788547,-6.600673700000001,7.249821921741218,-1.253867811749175,6.684924508760308,1.5843053999999999,6.801499847619266,hand_wash
-1.2597519557094594,1.5021544386615209,-1.1124866,1.9604700832974515,-0.10387588450000002,5.163282066166029,0.0389190685,5.164326857797867,-9.668920373243242,5.02486596503679,-10.921289,10.89666458833635,hand_wash
-1.5911724493049182,1.764166484821561,-1.6142431000000002,2.3757342337885095,0.46053869829508204,3.951470248051292,0.43589357,3.9782173160678225,-11.215735116065575,2.588236084980642,-11.381133,11.510503039630473,hand_wash
-1.5757098744395974,2.9153532138304588,-1.22625,3.3139321009637537,-5.513572053119463,4.138244351513954,-5.56782165,6.89380468955838,-6.364073235925168,6.617832912675893,-7.3539075,9.181347429016904,hand_wash
-3.448863700565347,2.3370539900127523,-3.0859826,4.166111157579911,0.02756247947194715,4.502651747583474,1.8273998,4.502736107112114,-9.650968328712873,2.268732327802128,-9.679471000000001,9.914047410469317,hand_wash
-3.0463339962119207,1.1167613094470172,-3.03269335,3.2445811191514853,-5.1879889901324505,4.045518012904118,-6.1599902,6.5788635610162345,-6.001922894109272,4.705255410651656,-4.6379555,7.626434744118623,hand_wash
-2.6798637406843855,1.5738929703651185,-2.2561082999999997,3.1078624086017133,-2.1704088549833886,5.190956178857107,-1.890868,5.626428765087591,-6.575494309388704,5.669324400045923,-9.544153,8.682071444405379,hand_wash
-2.1414429049144736,1.3245440623508242,-1.9633172500000002,2.5179743223705366,2.0971389851973683,3.8954400248541647,3.0901739500000005,4.424075599542855,-10.01327726611842,3.0172473443407797,-10.6368805,10.457987528444251,hand_wash
