1571925,-3.624862,-5.764812,6.636599
1571935,-3.7110827,-6.533613,6.864126
1571945,-3.7062926,-6.8725085,6.9946547
1572053,-0.85142946,-7.801776,4.2834926
1572063,-0.671803,-7.4269557,3.8847218
1572073,-0.82268924,-7.498806,3.5278637
1572083,-1.2633728,-7.345525,3.1889684
1572093,-1.1915222,-7.5586815,3.1925611
1572103,-1.2693603,-7.919132,3.0440698
1572112,-1.595083,-8.195757,3.4404457
1572122,-1.7399817,-8.29036,3.4045203
1572132,-1.9208057,-8.162227,3.8332288
1572142,-1.7363892,-8.208929,3.873944
1572152,-1.6813037,-7.848479,3.932622
1572162,-1.6657361,-7.4030056,3.4871485
1572172,-1.653761,-6.9383717,2.6009912
1572182,-1.5100598,-6.771918,1.9363732
1572191,-1.5998731,-7.0724926,1.848955
1572201,-1.6250207,-7.7790236,1.7423767
1572211,-1.6310083,-8.853189,2.4333398
1572221,-1.890868,-10.009984,3.1362782
1572231,-2.0237916,-9.9153805,3.490741
1572241,-1.9675086,-9.096284,3.051255
1572251,-1.4453943,-8.190967,3.0967603
1572261,-1.22146,-7.749086,3.4093103
1572270,-1.1328442,-7.941885,3.561394
1572280,-1.2346326,-7.909552,3.6799476
1572290,-1.0442286,-7.5934095,3.810476
1572300,-0.9400452,-7.5694594,3.5254688
1572310,-1.0765613,-7.7466908,3.4667907
1572320,-1.2645704,-8.331076,3.5206788
1572330,-1.4082714,-8.29036,3.8895118
1572340,-1.2957056,-7.7814183,3.7434156
1572350,-0.9939331,-6.988667,4.0607557
1572359,-0.9520203,-6.6066613,4.7325587
1572369,-1.9519409,-7.310797,7.1826634
1572379,-2.6800268,-8.660391,9.417217
1572389,-1.8896704,-6.774313,8.143066
1572399,-1.4022839,-4.115841,7.9814024
1572409,0.020357667,-3.4476306,8.183782
1572419,0.10657837,-4.4511437,7.7754307
1572429,-0.7161108,-5.767207,7.0712953
1572438,-1.0837463,-6.4809227,5.4187317
1572448,-1.167572,-6.478528,3.9493873
1572458,-0.7819739,-6.8018556,3.5362463
1572468,-1.0190808,-7.332352,3.744613
1572478,-1.4681469,-7.723938,5.060676
1572488,-1.5280224,-7.99697,5.4810023
1572498,-1.6789087,-6.629414,5.5947657
1572508,-1.6274158,-5.318141,5.4630394
1572517,-1.6801062,-5.7145166,5.8318725
1572527,-2.3099964,-6.2989016,5.325326
1572537,-1.8920654,-6.0390415,4.6427455
1572547,-2.1878502,-4.89063,4.184099
1572557,-2.4513025,-4.245172,4.1685314
1572567,-2.6488917,-4.6643004,4.970863
1572577,-2.5638685,-5.158872,4.9373326
1572587,-2.1710851,-5.3432884,4.7457314
1572596,-2.0621119,-6.1863356,4.6966333
1572606,-2.4069946,-7.2640944,4.326603
1572616,-2.3650818,-8.473579,4.1757164
1572626,-1.9471508,-8.927435,4.211642
1572636,-2.1878502,-8.528665,4.0104604
1572646,-1.9351758,-8.29994,4.228407
1572656,-2.1686902,-7.7179503,4.707411
1572666,-2.6955945,-7.0329747,4.8259645
1572676,-2.3902295,-6.9024463,5.109774
1572685,-2.9111462,-6.3923073,5.332511
1572695,-3.2548316,-5.5851855,5.1935997
1572705,-3.194956,-5.093009,5.415139
1572715,-3.6009119,-5.4630394,5.3684363
1572725,-3.5266662,-5.6414685,5.292993
1572735,-3.0895753,-4.918173,5.3145485
1572745,-3.417693,-4.2583447,5.1289344
1572755,-3.121908,-4.5696974,5.384004
1572764,-3.7805383,-5.118157,5.6019506
1572774,-3.5362463,-5.3193383,5.630691
1572784,-3.441643,-4.526587,5.2007847
1572794,-3.265609,-4.3289976,5.0008006
1572804,-2.875221,-4.60682,4.7469287
1572814,-2.9003687,-5.151687,4.204457
1572824,-3.150648,-6.246211,3.8092785
1572834,-3.251239,-6.980284,3.7697608
1572843,-3.117118,-7.05453,4.5565248
1572853,-3.4488282,-7.3443274,5.52531
1572863,-3.8272412,-7.7275305,6.1276574
1572873,-3.129093,-7.980205,6.3839245
1572883,-2.6860144,-8.205337,6.9503465
1572893,-2.2884412,-7.904762,6.6749196
1572903,-2.0261865,-8.066425,5.901328
1572913,-1.7519568,-6.988667,5.7516394
1572922,-1.7004639,-6.3348265,5.653444
1572932,-1.3998889,-4.8475194,5.708529
1572942,-1.5364051,-5.0355287,6.321654
1572952,-0.9675879,-5.3456836,7.0964427
1572962,-0.5891748,-5.005591,7.9981675
1572972,-1.5100598,-4.319418,8.155042
1572982,-1.893263,-0.09580078,9.210048
1572992,-1.0813513,3.39015,8.340655
1573002,-0.3915857,3.9086719,8.143066
1573011,0.19878662,3.070415,7.7598634
1573021,-0.0371228,0.5616321,6.9144216
1573031,-1.1747571,-1.7543519,6.779103
1573041,-1.2358301,-5.6414685,6.497688
