182113196,-2.0249891,-2.4896228,7.5191636
182113206,-2.0704944,-2.44771,7.5359287
182113215,-2.1806653,-2.3722668,7.540719
182113314,-2.15911,-2.6464965,7.547904
182113324,-2.1998255,-2.8488758,7.4556956
182113333,-2.0752845,-2.8105555,7.411388
182113343,-2.1507275,-2.76505,7.3994126
182113353,-2.262096,-2.7171497,7.442523
182113363,-2.4201672,-2.633324,7.3191795
182113373,-2.4081922,-2.687212,7.205416
182113383,-2.4525,-2.7087672,7.198231
182113393,-2.5542884,-2.75068,7.0533323
182113402,-2.6249413,-2.8057654,7.029382
182113412,-2.8177404,-2.802173,6.927594
182113422,-2.718347,-2.7878027,6.884484
182113432,-2.6584716,-2.806963,6.883286
182113442,-2.581831,-2.8512707,6.852151
182113452,-2.647694,-2.5878186,6.7599425
182113461,-2.9291089,-2.3159838,6.7922754
182113471,-3.1805859,-2.0549269,6.2869263
182113481,-3.3889527,-1.971101,5.9767714
182113491,-3.561394,-1.9734961,5.987549
182113501,-3.6955152,-2.1459374,5.7779846
182113511,-3.7853284,-2.3064039,5.548063
182113521,-3.97693,-2.1854553,5.261858
182113530,-4.021238,-1.9327807,4.9540977
182113540,-4.2810974,-1.6765137,4.388873
182113550,-4.622388,-1.6250207,3.8523889
182113560,-4.7864466,-1.9112256,3.615282
182113570,-4.8008165,-2.3758593,3.3530273
182113580,-4.4834766,-2.6584716,3.2177088
182113589,-3.7733533,-2.8548632,2.7327173
182113599,-3.0285022,-3.2440538,2.003434
182113609,-2.2237756,-3.754193,1.299298
182113619,-1.6477734,-4.1074586,0.83825684
182113629,-1.2717553,-4.2655296,0.2203418
182113639,-1.0286609,-4.3780956,-0.56881714
182113649,-0.7580237,-4.9061975,-2.5566833
182113658,-0.56881714,-5.8809705,-3.263214
182113668,-0.15208374,-7.0186048,-3.9290295
182113678,0.122145995,-7.97302,-4.599635
182113688,0.6394702,-8.731044,-5.3145485
182113698,0.9915381,-9.633966,-6.546786
182113708,1.2490027,-10.675799,-7.460486
182113717,1.6465759,-12.082873,-8.377778
182113727,2.337539,-13.917459,-8.760982
182113737,2.9674292,-15.90772,-7.8544664
182113747,3.8188586,-16.977097,-5.908513
182113757,4.778064,-17.183067,-4.206852
182113767,5.764812,-16.913628,-3.873944
182113777,6.1073,-15.875387,-4.663103
182113786,4.932543,-14.334192,-4.721781
182113796,4.8187795,-11.842175,-5.863008
182113806,3.5446289,-10.309361,-7.3215747
182113816,2.518363,-9.451944,-8.941806
182113826,1.4441968,-9.325008,-9.602831
182113836,0.857417,-8.873548,-8.293953
182113845,0.366438,-7.7838135,-8.426876
182113855,-0.7268884,-8.214917,-10.772798
182113865,0.023950195,-9.139395,-11.181149
182113875,2.3363416,-9.166937,-10.158475
182113885,3.3482373,-9.238788,-9.072334
182113895,2.2501209,-9.556128,-7.891589
182113905,0.7472461,-9.201665,-8.655601
182113914,-0.20357665,-7.9766126,-9.825567
182113924,-0.3329077,-6.573131,-10.10339
182113934,-0.0981958,-5.9911413,-10.668614
182113944,0.556842,-6.1683726,-10.909314
