mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-5.241976674193548,0.8828458445736416,-6.628950576344086,2.6127312480952174,1.6335449636021508,3.1821731546249814,hand_wash
-4.766112547326733,2.9325954409877117,-7.240061097326732,5.553048975548967,-2.3591535434653466,6.718109170359238,hand_wash
-5.065146165485149,3.477738591177396,-5.912461436039603,5.792378818452791,-2.848934998099011,9.049581550184978,hand_wash
-4.479097409803922,2.9896115468605964,-7.871172990196079,3.0027014930262688,-4.599670237745098,5.127608012615129,hand_wash
-4.880990504415842,3.595083276559671,-6.4476889883168305,5.100305376285259,-1.1668487764356437,7.095234030441438,hand_wash
-5.558792911881188,1.6017473169902707,-6.754607191158415,3.5166660689544997,0.13357569456435647,3.673131268536671,hand_wash
-5.11826342990099,2.9159441578995886,-6.432109514851485,4.436040858141912,-3.445164428386139,8.235774315546022,hand_wash
-5.585968042405941,2.6774587272040753,-6.8784486569306935,6.293868905560511,1.7057755891217823,3.3065334339841828,hand_wash
-4.37583111069307,3.3987063733011063,-7.246771842574258,6.16253401334502,-0.8873191761386138,6.91503204121224,hand_wash
-1.6680538582795699,2.6889691914152034,-3.6933647551182798,3.250932822917005,-6.693796314301076,7.721743315706219,hand_wash
-2.9201334784752464,1.67242302066417,-2.1705042383168314,2.9608697885828916,-10.65096015841584,1.5980668014467116,hand_wash
-3.67434739877451,2.6218528750415886,0.2588030144117648,6.90220431565431,-10.473843125490196,2.804555098060691,hand_wash
-3.78907351810098,5.077430368078825,-4.153703486127451,6.259788046293953,-9.09225726117647,9.57552187031883,hand_wash
-3.1256179162186273,5.154228619830664,-7.481007883137255,4.779485010861699,-4.631639084764706,11.491627315835082,hand_wash
-4.607870961632653,2.659627608603891,-7.5224753186632665,3.387079521385573,-0.6394213390816327,4.856211810730049,hand_wash
-4.2180681230693065,2.136901225423062,-7.71611265940594,3.8280535706247374,-5.03069110910891,4.651532401303181,hand_wash
-3.8555587648137246,2.727340943238686,-3.368277954411765,6.59796311290522,-8.228617941078433,4.112064298364001,hand_wash
-3.5609270020999997,3.198670211606559,0.7844886631000003,6.684719524082071,-8.35386406653,5.461586525553413,hand_wash
-4.356137400990099,1.9032150318512437,-5.7988284156039605,3.4753464698564915,-4.939028231874257,5.008016222061848,hand_wash
-3.941004654851486,1.7245031758193141,-7.241377130198021,3.2408045911122607,-4.01677971799703,5.006208473090288,hand_wash
-2.6957723280198014,1.7662196945356954,-4.092317689267326,6.631844810998478,-6.552014627524753,5.752681894693321,hand_wash
-2.408931776911765,1.6249414091459877,-8.169305959803921,1.7466318792592264,0.9285749028862741,3.8463052818092973,hand_wash
-2.79959820135,2.3556397353316947,-5.05891597434,4.103339453930607,-6.164636544595998,5.52445552934012,hand_wash
-2.5930591782178225,1.445912548571312,-5.398125068108912,3.993281182664787,-4.204219632970297,6.590852833386781,hand_wash
-2.659739631666666,1.3945425645556695,0.20830800608137257,1.8480645453086884,-11.044338949019608,2.889738122130854,hand_wash
-2.2637747892156863,0.5501179640532862,0.8693686059666665,1.0974116979837794,-10.981551950980396,0.86622704155018,hand_wash
-1.3320652539215687,0.18104059787740207,0.8276553532352942,0.19676045633940414,-11.23309949509804,0.1837446810020939,hand_wash
-1.1725616410588235,1.4836298439759203,-0.4735916281666667,2.8406711025968785,-10.541067949999999,3.852487563437116,hand_wash
-2.739755705616327,6.984832709682829,-5.775222992653061,3.3349313959685842,-8.795134832558162,12.626836948195775,hand_wash
-4.4148983710396035,3.487715235590051,-7.515618683168317,2.81783866644798,-2.8357742567326727,7.575889817586882,hand_wash
