mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-4.87019337441519,2.7999082085165967,-6.938732386000001,4.568363847699261,-2.0712037970455697,6.792292996655957,hand_wash
-5.3148633021067,2.8025382226271027,-6.58857689696526,4.9490341746528195,-0.7714191464880895,6.321897630079109,hand_wash
-2.993898398149748,3.320386514561914,-2.36480961214899,5.437127248603274,-9.239537824924243,6.497866356568621,hand_wash
-3.9837297686665836,3.4883593012641603,-6.641705704885287,5.076842875984518,-4.675576857571072,7.54512865110714,hand_wash
-3.652479257412935,2.3277623828828786,-3.9665038525671643,6.122213561522689,-6.121166489477612,5.496500111665553,hand_wash
-2.6330364498267325,1.7485359835141498,-4.704123679759158,4.35377862794978,-4.926827836126733,6.569037307229034,hand_wash
-1.8050702102935323,3.543326606971349,-0.9864382370258704,3.438276830191398,-10.387286064529103,6.420393149012247,hand_wash
-4.322032628683375,2.439159737527639,-7.6748816744168735,3.3192675229578046,-2.8551336856491316,5.695064024400664,hand_wash
-4.119249356451613,1.7426545181345674,-5.1086390679454095,4.319732562741575,-6.499485733315136,4.362025755055949,hand_wash
-2.6808440126302733,1.6226887409027873,-3.9266077634243177,4.521433221502575,-7.52265233808263,5.012756676068095,hand_wash
-2.144227622124378,2.2572267724016526,-5.006058509148258,4.213313628464872,-5.716795434542289,6.237983236159935,hand_wash
-1.8291263363009926,1.8386661954061678,-5.656218968818858,4.08277869775161,-5.144255328478908,6.372447769480681,hand_wash
-1.3768257629382714,1.335451437184353,-1.2936151079217286,4.53765749246911,-9.820739126871606,3.4533823691789656,hand_wash
-0.5103544829334975,2.5167498659680954,1.0143586220812808,3.326766557728714,-10.763102747783252,2.3316023555771728,hand_wash
-1.1039476782945812,2.0675054914804085,-0.35502329927093595,2.8488389884481826,-11.134271800246305,1.8983904820486255,hand_wash
-5.126763659063291,1.991215505285862,-6.627398005688608,3.3492459145310796,-2.581509685683544,5.652218761594659,hand_wash
-5.031041609578164,2.619500772760069,-6.676494303915632,4.077930197024104,-3.8973208093813896,5.90490913888854,hand_wash
-5.298802429156328,3.590504530884373,-6.390580722220843,5.238334636111089,-3.0795731614416875,7.013686870385208,hand_wash
-4.930629090506203,3.296614587544284,-6.162438741493797,5.521256351085836,-6.294004351339949,6.716584940645226,hand_wash
-2.84890308872335,4.1992376888634135,-7.031294076611675,4.124851174153597,-1.3267557199289344,7.124540232265219,hand_wash
-2.682320853935484,2.305232696096737,-6.482346206037222,3.685787820076613,-3.6164883972952855,5.971314991689069,hand_wash
-2.111081945676427,1.6680716987624666,-8.032069457436725,2.668856473299729,-2.864695940687345,4.6723983856617,hand_wash
-2.028042068752475,1.5695081157674946,-7.593326423935643,2.5657541533677395,-4.900811674927475,4.417023001161081,hand_wash
-2.2945865889768653,1.4662207711397934,-6.605496626258707,3.4254495522213704,-3.138685009992537,6.060676435572384,hand_wash
-2.455257537433499,1.5186780576927863,-7.85662977687345,2.71293865668327,-3.705989622759305,4.300419699355189,hand_wash
-5.547833926302729,1.6952612949470163,-6.135832026401985,2.3978912959912857,-3.928708617863524,4.78440629585608,hand_wash
-7.118572609626263,3.5265607019930174,-3.523896271061111,2.7300515654209976,-1.25512328669697,4.714214948019367,no_hand_wash
-8.370271542786071,2.533425277326179,-3.574521963340796,2.28859448502097,-2.046940391164179,3.684599923646386,no_hand_wash
-7.508570004207921,1.28088288479457,-3.392942362334158,2.9385542711601182,1.748761463391089,3.6052623681044103,no_hand_wash
-10.046780068486353,1.7290792450921124,-2.506637551295285,2.680226742970008,-4.748467941935484,1.652005168596969,no_hand_wash
-5.618893670569307,3.391865966932893,-6.1644127190594045,1.8582492526428236,-4.76293800200495,2.3974199885303933,no_hand_wash
-4.346835962190594,4.711112567495203,-4.67516705319307,2.3973181324318635,-6.14867317539604,2.4391698918752533,no_hand_wash
-9.503440453940886,1.5887747973952286,-0.9186227209911331,1.293260758498132,-3.038043935155172,1.2539920078357114,no_hand_wash
-9.65520989425,1.8064148348138018,-0.21013901288,1.240044804737042,-1.6508600216000002,1.1597440967802242,no_hand_wash
-9.62381673226601,1.7960211129738115,-1.1906255597857143,1.186653523239354,-2.31918706855665,1.2609719085262714,no_hand_wash
-9.614186483743843,1.7151076657749054,-0.5765862110625616,1.2862722398880089,-1.7983086835615762,1.3058976991433073,no_hand_wash
-9.64299455640394,1.5903362563671752,0.6391162690559111,2.0292454952573986,-1.597115235104926,1.1896404031365984,no_hand_wash
-9.569648574876847,1.5329638449678442,1.4792254125147781,1.6558943668196828,-1.2933518398751234,1.1615507371095768,no_hand_wash
-9.258514331527094,1.2411725111836105,0.7798944573546799,2.15310851358137,0.16101197071354678,1.8983685671511459,no_hand_wash
-6.292988067671835,3.8904567281917517,-3.454753787191214,3.136323828417562,-5.25285957002584,1.9694111184860388,no_hand_wash
-9.011933466009852,0.932411257538025,0.47594524626108375,2.4945845127956305,-3.4203533519950744,1.6225450522915095,no_hand_wash
-3.2749227650674997,1.9152930147055902,-7.453351666500001,3.1600064224896416,-0.4838657947749999,5.7998440258408035,no_hand_wash
-5.705326736567163,1.5492201186801413,-4.894749670995025,2.8544098678527665,4.020168373059702,1.630182663753068,no_hand_wash
-6.196405154187192,0.10661595450477683,-5.477716419704433,0.1145259907017021,3.3635630684729056,0.07311844876456487,no_hand_wash
-6.022775089162562,0.32133439808184416,-5.639875756896552,0.3667549173497212,3.36052210270936,0.24662240302706465,no_hand_wash
-5.427061167241378,0.12333542683840146,-6.780648330295566,0.1512626197278279,2.4577236206896553,0.11155555640915261,no_hand_wash
-1.6000040706132312,3.1000084431583366,-6.960033392264632,4.846656432538064,-1.4701824417335885,6.263474531210365,no_hand_wash
1.447178758054187,0.37954345634771114,-3.636857798275862,0.3713445356312447,-10.44695722906404,0.18418409890902054,no_hand_wash
1.72096822741075,1.647230642385176,-4.29337487725,5.017503636960485,-0.10521321607499971,8.569055956944535,no_hand_wash
2.0612269549433497,0.7765614044825793,-5.71835690862069,1.5530844660021048,-8.597969690640396,1.946520605335321,no_hand_wash
3.0469249667487674,0.13896137017300444,-4.612686684975369,0.22793059747600422,-9.549969283251231,0.12800501308669973,no_hand_wash
3.2822179337438424,0.06964850280664588,-4.39026546182266,0.10428620163211114,-9.597294519704434,0.07981480061181666,no_hand_wash
3.2344207879310343,0.17210216061367875,-4.433187060344827,0.13443906820673335,-9.59018321182266,0.12897747998339268,no_hand_wash
2.973868020935961,0.06962849742380718,-4.574708530049262,0.10502474555920216,-9.60437340270936,0.07874771440316657,no_hand_wash
2.8279930421182264,0.06512906943874464,-4.7029040061576355,0.05899188734019085,-9.567185674876848,0.058342277986142,no_hand_wash
2.782213372413793,0.07174423120669209,-4.764696678325123,0.08360213495879862,-9.543436072660098,0.05921771533042032,no_hand_wash
2.545976546059113,0.2676181025816185,-4.556645593103448,0.5107867715139786,-9.73498453325123,0.36386640150142746,no_hand_wash
3.503087698037135,1.31965594680342,-3.374252164748011,3.428658245612755,-9.566346435543766,1.8751529896708692,no_hand_wash
3.570997718472906,0.13857623036085162,-3.880943329310345,0.1716002704922191,-9.774431628078819,0.12994000486917448,no_hand_wash
3.630324590640394,0.10940550166781025,-3.8860607527093594,0.07522575548252591,-9.75036341502463,0.07521905206134243,no_hand_wash
1.5435428929310344,2.213495677877036,-2.0182994652019706,2.667501761153146,-10.3487142591133,1.399202527248454,no_hand_wash
0.8389912700197045,0.3176409325973239,0.3157591403923645,0.3114627229065309,-11.368405599753697,0.13350186827024496,no_hand_wash
1.3153759925862067,0.4161001666470636,1.248513063596059,0.3058563204837387,-11.270481144088672,0.23996475233057343,no_hand_wash
1.3047134352216747,0.10509925918644679,1.564844408866995,0.10788037724037187,-11.2509759137931,0.09444347617255845,no_hand_wash
1.3671196219950739,0.1001400077180102,1.7025462386699506,0.09341041964289704,-11.201810187192118,0.10475645427683505,no_hand_wash
1.0190306678325125,0.24548933304202905,1.3222159560837439,0.18853414796420004,-11.317130945812808,0.13638515341058333,no_hand_wash
1.2291110440394089,0.1417737104430562,1.6065271937192114,0.18591824126974094,-11.252158657635468,0.24076898247675127,no_hand_wash
2.0172404244385027,1.0146246892378086,2.314671106756685,0.9712427360863838,-10.946584055080214,0.7204008195191081,no_hand_wash
2.1690854246305418,0.10326340136240449,2.4424302990147786,0.1691944840101259,-10.964372873152708,0.0904159295695273,no_hand_wash
2.1086347802955663,0.1792741002444027,2.504346864039409,0.2482998225567233,-10.957479828817736,0.16907343640136419,no_hand_wash
2.2998234007389162,0.0947232544069627,1.9604149214285713,0.22824484065756165,-11.03601401724138,0.11333345380229026,no_hand_wash
2.0939284098275865,0.8699721678884098,2.569210008633005,1.1476948208037243,-10.907098835221673,1.1266308317472606,no_hand_wash
1.5655110088669952,0.16153656850093925,2.4093129625615766,0.10562127255432638,-11.078109762315272,0.10011212661642607,no_hand_wash
2.0535758682266008,0.2540784876008004,2.737253664778325,0.24095226574539402,-10.911207559113302,0.164642565260302,no_hand_wash
1.9427000310344829,0.10784153825963884,2.403074705172414,0.21924229047498542,-11.015889424876846,0.15077109413353754,no_hand_wash
1.987845566502463,0.244772041246365,1.6002535353911331,0.816150433222656,-11.114754711822659,0.26208263953791533,no_hand_wash
2.160089347044335,0.22486949164404507,2.2147294197044336,0.3369182370888223,-11.005890459359605,0.17216887998289784,no_hand_wash
2.2407847613941017,0.08858852107875687,2.5729733340482572,0.10528141134241416,-10.918367524128685,0.0794320335082987,no_hand_wash
2.1633839822660095,0.06711513262916624,2.4204975879310346,0.10159099305347112,-10.971077129310347,0.07731897866996436,no_hand_wash
2.157057232512315,0.06083161000492516,2.487012465763547,0.06706581450274636,-10.952300438423645,0.06021978345610274,no_hand_wash
3.6227177546977836,2.0549928095490766,1.3616305531470443,5.650291163802547,-4.974785916133005,8.811474590054491,no_hand_wash
5.693861026108374,0.5294901736606266,3.800515507389163,0.6970809402801595,5.805347409359606,0.6950379949424899,no_hand_wash
6.901340209605911,0.3607341272884442,4.022780385221675,0.2807441254786159,4.584539309852217,0.4333020976028731,no_hand_wash
6.996462599999999,0.1984667384560411,3.7397964509852217,0.1788297677362967,4.650437748768473,0.2825914117867113,no_hand_wash
7.079370986945812,0.20280454521842872,3.85371030270936,0.2462998039235747,4.500386224137931,0.31990092773460443,no_hand_wash
6.956434520689656,0.2721030119761374,3.9724200987684726,0.25098277708657124,4.560285312561576,0.371487725330745,no_hand_wash
6.938280145566502,0.2610698888393501,3.708233509605911,0.1536996826851189,4.737593442364532,0.21204576041549944,no_hand_wash
5.553892961662199,1.1171261705059672,0.15317211593833724,5.9739895323317596,-0.34456496942359244,5.8429009785021115,no_hand_wash
2.0854721064704433,1.5433526186048334,-1.602150087219212,5.760124014814586,4.481780603349754,6.355165228513554,no_hand_wash
1.6074651415024628,0.34896823455491816,-1.9818816111822661,0.5308265542109093,7.900496921182266,0.3402276313027289,no_hand_wash
1.9510177216748765,0.3583141663404288,0.9877597364729065,0.8966139150167803,8.082134991133005,0.21090074710639795,no_hand_wash
2.855403036945813,1.1891628298469141,2.0356220730270937,1.197605997115844,7.585333598768472,1.085293972392631,no_hand_wash
2.6383558758620693,1.330954461624098,1.6441661607438423,1.5138389353399972,7.663295610960592,1.1808012031964263,no_hand_wash
1.7609322091625619,0.656959875974205,1.5065085797783249,2.153174664023102,7.883702295073891,0.5531314093720759,no_hand_wash
5.560955394545454,2.81302486516123,-3.945010851636364,2.145613231477833,1.8188493664415588,5.211953692312475,no_hand_wash
