mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
-5.241976674193548,0.8828458445736416,-5.4702244,5.3158006206092985,-6.628950576344086,2.6127312480952174,-5.550458,7.125261421055777,1.6335449636021508,3.1821731546249814,3.6368372000000004,3.576967309624993,hand_wash
-4.766112547326733,2.9325954409877117,-4.888235,5.5960651206260295,-7.240061097326732,5.553048975548967,-7.676038,9.124408891422469,-2.3591535434653466,6.718109170359238,-3.1410682,7.120294675539067,hand_wash
-5.065146165485149,3.477738591177396,-5.354066400000001,6.144133086635855,-5.912461436039603,5.792378818452791,-6.187533,8.277007467020677,-2.848934998099011,9.049581550184978,-3.002157,9.487431520535036,hand_wash
-4.479097409803922,2.9896115468605964,-4.2697210000000005,5.385173238405094,-7.871172990196079,3.0027014930262688,-7.567064350000001,8.424463217191612,-4.599670237745098,5.127608012615129,-4.922364,6.88834742351407,hand_wash
-4.880990504415842,3.595083276559671,-4.8666797,6.0620699492497305,-6.4476889883168305,5.100305376285259,-6.4174546999999995,8.221058826053152,-1.1668487764356437,7.095234030441438,-0.23950195,7.190541148884666,hand_wash
-5.558792911881188,1.6017473169902707,-5.560037599999999,5.784960942363057,-6.754607191158415,3.5166660689544997,-7.012617,7.615225442978355,0.13357569456435647,3.673131268536671,1.3232483,3.6755592475268526,hand_wash
-5.11826342990099,2.9159441578995886,-5.139712,5.890615491597682,-6.432109514851485,4.436040858141912,-6.9922595,7.813481381954361,-3.445164428386139,8.235774315546022,-3.9362147000000003,8.927325272175578,hand_wash
-5.585968042405941,2.6774587272040753,-5.9719809999999995,6.194499512201267,-6.8784486569306935,6.293868905560511,-7.345525,9.323402904863283,1.7057755891217823,3.3065334339841828,1.8453625,3.7205958811054707,hand_wash
-4.37583111069307,3.3987063733011063,-4.4667115,5.540677117575695,-7.246771842574258,6.16253401334502,-6.72282,9.512756046696529,-0.8873191761386138,6.91503204121224,0.74006104,6.971728871043051,hand_wash
-1.6680538582795699,2.6889691914152034,-2.271676,3.164325992451077,-3.6933647551182798,3.250932822917005,-2.4189696,4.920315785950027,-6.693796314301076,7.721743315706219,-10.39678,10.21920882118593,hand_wash
-2.9201334784752464,1.67242302066417,-3.2452514,3.3651416451851497,-2.1705042383168314,2.9608697885828916,-2.4225624,3.6712175846024477,-10.65096015841584,1.5980668014467116,-10.484198,10.77017965486406,hand_wash
-3.67434739877451,2.6218528750415886,-2.99317575,4.51386101970861,0.2588030144117648,6.90220431565431,-0.42212216999999996,6.90705461215601,-10.473843125490196,2.804555098060691,-10.4806055,10.842828003590043,hand_wash
